Name,Ratings,Date,Product Name,reviewURL,reviewHeader,reviewBody
,9,"Nov 08, 2023",wp-engine,https://www.g2.com/products/wp-engine/reviews/wp-engine-review-8842475,"""A reliable and powerful hosting solution""","What do you like best about WP Engine?Easy to use, has plenty of features, and provides good customer support.What do you dislike about WP Engine?It's expensive compared to less established alternatives. It has certain tech limitations (e.g., for some plug-ins) which can hinder performance.What problems is WP Engine solving and how is that benefiting you?Provides reliable, secure hosting for our websites. Provides backup, SSL certificates, CDN, domain mapping, staging/dev environments, and more."
Michael M.,9,"Oct 18, 2023",wp-engine,https://www.g2.com/products/wp-engine/reviews/wp-engine-review-5058338,"""Rock Solid Hosting with Attention to Security and Performance""","What do you like best about WP Engine?WPEngine routinely updates its infrastructure to make sure that your site is running on the best-fit version of PHP and WordPress. They encourage and auto-update installations to keep you from lagging on security, and if you have a plugin with a known security issue, they notify you. I feel like my sites are safer on WPEngine. I have also never had a problem getting their support people on chat, and they work hard to resolve whatever issues arise.What do you dislike about WP Engine?You pay for what you get. WPEngine isn't the cheapest solution out there. Recently they've also been adjusting their models and offering new services which don't quite fit my use case as well as the older models. They've been good about respecting existing customers and keeping us where we're happy, but at some point, I'll probably have to reevaluate our package with them.What problems is WP Engine solving and how is that benefiting you?We've solved our website hosting and been able to grow and develop our presence. Like I said above, I feel more secure on this platform, and I still have lots of room to grow and develop our web presence in whatever directions we need to."
Khare K.,9,"Sep 27, 2023",wp-engine,https://www.g2.com/products/wp-engine/reviews/wp-engine-review-8667081,"""WP Engine excellent plugin for the popular WordPress blogging platform""","What do you like best about WP Engine?Our company uses WordPress and WP Engine internally to manage clients' websites and blogs. It is an easy-to-use solution that ensures the security of data related to our websites. It is used for hosting and backups across the board. Our task is to oversee the routine updating of backups of customer websites. The functions that help us create and structure websites, as well as its ability to move data quickly and expeditiously, make it a very effective and robust solution for our company. Their technical support is quite good.What do you dislike about WP Engine?Users of the tool would benefit from receiving an e-mail whenever a major change occurs. With this feature, users would be able to receive information about new features and options.What problems is WP Engine solving and how is that benefiting you?It takes the pressure off of us to ensure that our clients' websites are safe from harm by regularly backing them up automatically. Making daily backups is the best way to protect the confidentiality of your data. Always have a backup plan ready to go. WP Engine's constant availability of customer service is just one of the ways in which it stands out from the crowd. It could be valuable to any business, no matter how big or small it is. This is due to the fact that the cost of acquiring WP Engine is negligible, making it accessible to enterprises of all sizes."
Tudor S.,10,"Sep 10, 2023",wp-engine,https://www.g2.com/products/wp-engine/reviews/wp-engine-review-7991348,"""A Stress-Free, User-Friendly Hosting Solution""","What do you like best about WP Engine?I like that WPEngine backs up everyting for you every day, that you can back it up manually at any time, the fact that you can restore and feel safe about having it restored to any point. The support is amazing as well, as good as the Apple Support. The research as well. I participated in two research video calls and I was more than happy to give my input and experience.What do you dislike about WP Engine?There is not much to dislike about it. The design is good but it is not as responsive as you might think. The confusion between Flywheel and WpEngine. I know they merged, but that is still going on.What problems is WP Engine solving and how is that benefiting you?It solves everything. Hosting, backing up, restoring. It's all handled by WpEngine so you don't have to worry about it. Buying from random host and trying to mix the hosts would be a nightmare, but WpEngine makes it easy."
Haris H.,9,"Sep 03, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-10168491,"""Excellent Performance and Customer Support at an Affordable Price""","What do you like best about Hostinger?I really appreciate Hostinger's customer support. Recently, I had an issue with my domain, and the Hostinger team was incredibly cooperative and helpful in resolving it.What do you dislike about Hostinger?I find the renewal costs to be higher than expected, which can be a bit frustrating. It would be great if the renewal pricing was more consistent with the initial ratesWhat problems is Hostinger solving and how is that benefiting you?When I recently had an issue with my domain, their team was extremely cooperative and helped resolve the issue smoothly. This level of support allows me to address problems without disrupting my workflow."
Pushkar S.,10,"Sep 03, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-7788567,"""Firstclass Hosting experience specially for WordPress websites and prompt support over chat.""",
Jacob H.,10,"Aug 19, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-10017320,"""A good experience I got with them""","What do you like best about Hostinger?I had great service with them. Smooth domain registration, the website works great. No downtime recorded on their hosting so far.What do you dislike about Hostinger?Their service is brilliant, and their help I appreciate.What problems is Hostinger solving and how is that benefiting you?Their service has taken all website worries off my back so that I can concentrate on the continuous development of the business without being distracted. They keep my e-store always running."
Gayathri D.,8,"Aug 19, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9244253,"""Immediate support for query""",What do you like best about Hostinger?easy to use and to implement. Customer support is really helpful and they respond immedietly. Features are better than other hosting services.What do you dislike about Hostinger?Need more instructions for first time users and for beginners on web skill. I have registered for a new domain which includes free domain on business hosting plan but it got cancelled when the reviewing process but there is no information that why they have cancelled and what will be the next. When i contacted for customer support they said i have to purchase a new domain wiith paying for it. Is this fair enough. If you cancelled for some reason you need to give it back that same option to create different domain on same plan.What problems is Hostinger solving and how is that benefiting you?I just started to using Hostinger with using AI builder
Anand S.,10,"Jul 24, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9370891,"""One of the best WordPress hosting providers""","What do you like best about Hostinger?Its ability to manage WordPress hosting efficiently and with optimized speed is something I like the most, Once hosted we do not have to worry about backdoor Wordpress issues. easy implementation, and excellent customer support.What do you dislike about Hostinger?No issues so far, working as per expectation.What problems is Hostinger solving and how is that benefiting you?After shifting our WordPress hosting till today we have not faced any slowdown or website crash issues, otherwise every alternate day we used to face website page not opening issue, and then to make it work server restart was required, but after shiting our websites to Hostinger these issue has been rectified."
,10,"Jul 15, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9891628,"""Simple and agile option for hosting websites and small web systems""","What do you like best about Hostinger?Ease and agility. Objective control panel with good shortcuts.What do you dislike about Hostinger?I host some websites with Hostinger and I don't have any major problems. Maybe the support isn't as efficient.What problems is Hostinger solving and how is that benefiting you?Simple website hosting, with free SSL and updated PHP."
Harsh M.,10,"Jul 12, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9886499,"""Best software for hosting""","What do you like best about Hostinger?Easy UI, Best Customer Support, Good Brand ReputationWhat do you dislike about Hostinger?Putting the website from staging to production, the website got crashedWhat problems is Hostinger solving and how is that benefiting you?Hostinger is providing hosting with good storage and all time customer support"
Dipal V.,10,"Jul 05, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9277415,"""Quick Response""",What do you like best about Hostinger?Reply immediately it will help us to resolve issues as early as possibleWhat do you dislike about Hostinger?Contact via phone is not available. Phone number must be available. It will be helpful in some emergency services.What problems is Hostinger solving and how is that benefiting you?500 server error on my website. I go to solution and update PHP version for resolved my issues
Jason G.,10,"Jun 17, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9796207,"""Review Vps Hosting of Hostinger""",What do you like best about Hostinger?Hostinger is best in term sof price to performance ratio have been using hostinger for around 4 years. I am a freelancer  and always recommend my clients to purchase hosting from hostinger. implementation is also very smooth and the customer support is excellent. if i have any issue they even provide me reference blogs so that my issues will be solvedWhat do you dislike about Hostinger?Maintainance Time should be based in the night of indian times if website is of india or depends on country wiseWhat problems is Hostinger solving and how is that benefiting you?Hostinger is solving my price to performance issues. It gives me amazing discounted price with very good hosting
Ratan P.,10,"Jun 11, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9777532,"""Affordable and Reliable Web Hosting""","What do you like best about Hostinger?I really appreciate that Hostinger offers affordable domains. It's not only budget-friendly but also incredibly easy to use, making the whole process smooth and efficient.What do you dislike about Hostinger?There Is Nothing which really dislike about hostingerWhat problems is Hostinger solving and how is that benefiting you?I use Hostinger to purchase domains and business emails. It's really affordable and, most importantly, super easy to learn the basic functions."
Craig M.,10,"Jun 01, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-8167599,"""I  Recommend Hostinger to all my clients""",What do you like best about Hostinger?Hostinger is a top choice for novice and intermediate users alike!  In my experiance Hostinger outperforms much of the competition with excellent customer service and uptime. Even though it's very affordable it feels like a premium host to me.What do you dislike about Hostinger?Nothing really to say here. I suppose it would be nice to have a reseller option.What problems is Hostinger solving and how is that benefiting you?Reliable and good hosting at an affordable price. Many of my clients are small businesses and startups and they don't have huge budgets for  hosting. I'm confident I can get them good value and performance with hostinger.
Kathya T.,0,"May 15, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9653422,"""Problema con comprar dominios que tu necesitas y están libres y no te devuelven el dinero""","What do you like best about Hostinger?Barato. Pero lo Barato sale caro, es una mierda de hosting te engaña con el precio, pero luego este hosting es Americano es decir de USA, pues eso como buen americano que es capa cosas y no te explica nada, coge tus datos personales y entra en tu hosting para ver que contenido tienes y quiere saber para que vas a utilizar los dominios. WHAT???. es una falta de libertadWhat do you dislike about Hostinger?Hostinger tine una politica de censura constante te censura por todo, entra en tu hosting y mira tu contenido y ellos deciden si tu puedes comprar un dominio o no, segun su politica si hay palabras que para ellos son mala no te dejan comprar el dominio pero te lo cobran, y cuando tu reclamas te dice que se te devolvera el dinero en 12 dias, a mi me cobraron el dominio al segundo no tuvieron que esperar 12 dias para cobrar de mi tarjeta, si no quieren vender ese dominio pues que desde un principio dijan que no dejan comprar ese dominio. yWhat problems is Hostinger solving and how is that benefiting you?Es el unico Hosting que decide cuales dominios puedes comprar o no para tu empresa. Tu no tienes libertad de comprar cualquier dominio, tienes que explicar porque compras ese domino y mandarle datos personales de tu empresa para comprar un dominio. si el dominio lo he registrado con mi nombre, para que necesita los datos personales de mi empresa. Si no pasas esos datos personales de tu empresa, no puedes comprar ese dominio, llevo 5 años trabajando con hostinger y siempre lo recomiendo a mis cliente pero ya no voy a recomendarlo. No tengo que explicar a nadie porque quiero ese dominio y que voy hacer con el. eso se llama PRIVACIDAD. y entonces pido rembolso y me dice que hasta 12 dias no me devuelven el dinero, que ellos desde el primer momento sabian que ese dominio no iba subir a mi hosting. ES UNA ESTAFA."
Larry M.,3,"May 09, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-7919806,"""Where did the good support go from Hostinger?""","What do you like best about Hostinger?I have been with Hostinger for 3+ years so far.   They had been extremely reliable with virtually no downtime.    They are very good about giving you a heads-up of any scheduled downtime far in advance.What do you dislike about Hostinger?Their support response used to be excellent.   I recently realized an issue in their system where I could not send or make any changes such as changing my password with my primary email.

From the time that I first started talking to their AI chat, to the time that someone fixed the issue was just under 13 hours.  This is unacceptable.What problems is Hostinger solving and how is that benefiting you?They house my primary websites.   I appreciate that Hostinger offers terrific quality hosting at a decent price.   While I have been with them, they have not had any downtime that lasted more than a few moments.   I am a bit nervous though as they are tough to get ahold of."
Saksham M.,8,"May 04, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9607658,"""Review of Hostinger""","What do you like best about Hostinger?Hostinger is a 10/10 for someone who is looking to build their online presence and is looking for cheap domains + a great hosting plan. Overall my experience with hostinger is way too good. You go hostinger team. Keep on rocking and thank you for this amazing product.What do you dislike about Hostinger?I think their Vpanel can be better inside the hosting plan. That is it.What problems is Hostinger solving and how is that benefiting you?It helped me in finding cheaper domains and then i can buy multiple domains thorugh it
I run a video editing agenxy + website development business so overall it is a great app for me.
It improved my business online hosting uptime."
Saurav S.,9,"Apr 25, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9575246,"""Hostinger - One of the best hosting providers for startups""","What do you like best about Hostinger?Hostinger to easy to get started with, provides domain and hosting all via one-window and its easy integration with WordpressWhat do you dislike about Hostinger?The annual plans could be a beat cheaperWhat problems is Hostinger solving and how is that benefiting you?Hostinger helped us to get a domain, it's regristration and also in hosting services. The most important feature we like is the seamless domain registration and  the wordpress integration process, which is so good for startups saving time without any hassles"
,10,"Apr 22, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-7978760,"""The Host that's as useful as Ginger""","What do you like best about Hostinger?1. Affordable hosting prices
2. Excellent Customer service
3. Server uptime is amazingWhat do you dislike about Hostinger?1. You need to turn on Auto Payment to edit the billing, I wish there wouldn't be a need for that.What problems is Hostinger solving and how is that benefiting you?Hostinger provides me with very affordable Wordpress hosting for my multiple websites."
leilani l.,9,"Apr 17, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9550044,"""Story of my first hosting""","What do you like best about Hostinger?I think Hosting er is first choic of every beginner becouse of simplicity and affordability. It's provide cpanel and Simple Dashboard.

My first-ever professional experience with hostinger in Make a sub directory for my sub folder.What do you dislike about Hostinger?Non of the dislike here. Hosting er use latest technology and hardware to drive quality output.What problems is Hostinger solving and how is that benefiting you?Simple, Easy to Use, All feature available on Single Page, Affordable and Easy to manageable."
Eric F.,10,"Apr 08, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-7925423,"""Excellent in all aspects""","What do you like best about Hostinger?Best before I even began was the customer service and price. I purchased the least expensive package -- which requires a four-year commitment, but if you plan on having your site last that long, it is the best deal around so far as I can tell -- yet customer service in helping me determine what to purchase and answer my questions (via email) was extremely helpful, with very fast and friendly responses. I have only recently begun to build my website, and though like any web builder there is definitely a learning curve, the Hostinger web builder seems able to do a lot and be pretty intuitive and friendly to beginners (like me). Hostinger also has tons of online guides and their ever friendly customer service (via email or chat) to help. One last thing -- top of Hostinger's own website indicates their solidarity with Ukraine, and encourages support. As is also clear from my interactions with customer service, Hostinger is a company of people full of humanity.What do you dislike about Hostinger?Honestly, nothing. While the web builder is taking a little getting used to -- any would -- so far I very much like everything about Hostinger.What problems is Hostinger solving and how is that benefiting you?No problems -- I just needed a website host and a deomain, and Hostinger provides these at an excellent price. The website is for a book I am writing."
Shounak D.,9,"Apr 06, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9514032,"""Hostinger and my experience""","What do you like best about Hostinger?I like that Hostinger because it provides a great balance between affordability and features. They have a global presence so you can optimize speed for your audience, plus they offer website building tools for beginners and powerful options for more advanced users. This blend, along with their speed-focused technology, makes Hostinger a compelling choice for websites and also they have 99% uptime.What do you dislike about Hostinger?Only think I dislike about hostinger is they don't provide dedicated IP address for premium plans.What problems is Hostinger solving and how is that benefiting you?Hostinger is solving the problem of security, maintanance and hosting of my website. It is also helping me save money by providing free domain for 1 year."
Rishi P.,10,"Mar 28, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-8693098,"""Hostinger is adopting new technologies like AI faster than others which has helped me a lot.""","What do you like best about Hostinger?I have been trying out Hostinger for the past few months and it is really better than all the services I have used before. The Hostinger uptime is really great and the performance is the best one in the industry. There is no need for me to tell you about the pricing because everyone knows that Hostinger is famous for its low and competitive pricing point.

Hostinger is easy to setup and use. Plus, the detailed documentation and active community make it more easier.

Recently I also took customer service for my website setup. However, you have to wait for 5-20 minutes to get customer service but the quality of customer service is impressive.

The best thing I like about Hostinger which makes it the number 1 choice for me is that they are adopting new technologies like AI and new tools much faster than other competitors.What do you dislike about Hostinger?Honestly, I'm so happy with Hostinger's services that it's hard to say anything negative. Maybe if I had to say something, I would say that there are a few more features that Hostinger should add to their AI Assistant plugin for WordPress.What problems is Hostinger solving and how is that benefiting you?Recently I have been working on my new startup site and it is still new in the market, so we do not have a big team to write content and manage the website. But Hostinger AI integration and quality support in the website helps us from setting up the website to optimizing and publishing content."
,8,"Mar 21, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9222277,"""Hostinger in affordable. Using it for past few months and till now faced no issues in the service""",What do you like best about Hostinger?The service is afforable. The migration from other hosting service is also easy.What do you dislike about Hostinger?Delayed Customer Service. However once the customer service person replies then they resolve the issueWhat problems is Hostinger solving and how is that benefiting you?Hostinger is providing an affordable hosting service with good service quality
Mark C.,9,"Mar 18, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9439957,"""Hostinger is Awesome!""",What do you like best about Hostinger?Hostinger is easy to use and their layout is awesome!What do you dislike about Hostinger?it is hard for my clients to access their mailsWhat problems is Hostinger solving and how is that benefiting you?Space problems and having to manage my sites in different locations
Navjyot G.,10,"Mar 16, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9431868,"""I have had recieved great support in every which way I needed it. I think thsi is truly Top-Class!""","What do you like best about Hostinger?The kind of features it offers, like the CDN and object caching the support provided is excellent.What do you dislike about Hostinger?I wish they had a telephonic support. Though, mostly, the support is prompt, there have been incidents of delay about 10 minutes.What problems is Hostinger solving and how is that benefiting you?I get reliable and prompt service and good website speed."
Prithvi S.,10,"Mar 15, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9429040,"""Fast and easy to set up""","What do you like best about Hostinger?I switched from Bluehost so the speed was really shitty for me.

But when I switched I noticed the speed increase and another thing is that Hostinger is very easy to set up and play around with!What do you dislike about Hostinger?Sometimes the support agent take so long to reply.What problems is Hostinger solving and how is that benefiting you?I switched from Bluehost so the speed was really shitty for me.

But when I switched I noticed the speed increase and another thing is that Hostinger is very easy to set up and play around with!"
Arjun P.,10,"Mar 15, 2024",hostinger,https://www.g2.com/products/hostinger/reviews/hostinger-review-9428724,"""Best hosting for the all kind of websites""","What do you like best about Hostinger?Detailed information available, easy to use and having great customer support system in the middle of the night also, we can change the server location within 1 month, and the main thing is charges are very low when compared to the another hosting provider, you can add multiple website like 100 which is remarkable, and so fascinating.What do you dislike about Hostinger?I don't think so there is dislike option for hostinger because everything is available in this platform which is useful for everybody.What problems is Hostinger solving and how is that benefiting you?I have created three website which is totally beneficial for me and from this from many tear countries and getting the traffic which is remarkable and also verification with Google search console and Google analytics and Google side kit is very easy, by applying the hostinger my website ranking is getting higher."
Tara C.,10,"Aug 27, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-10059269,"""Excellent Hosting""","What do you like best about SiteGround?My site is blazing fast, and the customer service is excellent.What do you dislike about SiteGround?I haven't found anything. My sites are easy to manage here.What problems is SiteGround solving and how is that benefiting you?I came to SiteGround after changing hosting services a bunch over the last 15 years. I've been with GoDaddy, then MediaTemple (who got bought by GoDaddy), then I tried InMotion, and now I'm here. I really hope the experience continues as it started because it's been fantastic."
Chris C.,10,"Aug 19, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-10023807,"""As always - the best tech support.""","What do you like best about SiteGround?SiteGround simply performs.  On the back-end, tools just work, everything just makes sense; on the front end, I never run into the resource or performance issues that I find on other hosts.  And tech support?  I *never* can't connect with a tech rep that doesn't know exactly what to do to help with the occasional things I run into.  SiteGround offers the features and benefits of high-end,high-dollar hosting, in an approachable, affordable package.  I steer *all* my clients to SiteGround.What do you dislike about SiteGround?Least helpful about SiteGround?...   Well, sometimes I have to wait a  few moments before I'm connected with support chat instead of instant connection. :}     Really?  What is there to dislike?What problems is SiteGround solving and how is that benefiting you?I've been a customer a long time, so  the evolutions and growth over the years ...   adding LetsEncrypt, Staging, Application Management, Migration ....  those are probably the most-appreciated features, saving me development and deployment time.  Not to mention your best-in-class support ... I *love* it when a tech gets what I'm describing, trusts that I've done *my* due diligence, and helps me get to a solution efficiently.  Support *alone* keeps me bringing my client to SiteGround."
Dion W.,0,"Jul 19, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9905461,"""Avoid SiteGround at all costs - lies, misinformation and bad service""","What do you like best about SiteGround?Their basic services were good initially - reasonably easy to set up and the site was . However, over time after multiple site outages that were for nonsense reasons, my initial happiness with their service disapated. Excuses, misinformation, and lies from management take their toll.What do you dislike about SiteGround?I've been with SiteGround for four years, and I can't express enough how disappointed I am with their service. Here are the main issues I've encountered:

Unjustified Traffic Blocks: SiteGround blocks legitimate traffic at the slightest temporary increase, claiming a suspected attack. They don't verify if the site is under attack; they just block it by default. For example, when we announced webinars and had a modest increase in traffic (around 300 people signing up), they decided we were under attack, and we lost the ability for people to register. Despite their SLAs, I was never offered appropriate compensation.

Cryptic Messaging: Their messages are cryptic and often induce panic. They regularly send alerts that you're over the limit on something, listing a domain with little to no traffic. They arbitrarily pick one of your domains to raise an alert on, wasting time as you try to figure out what's happening.

Dismissive Management: When issues are escalated, their management team is dismissive, using phrases like ""we will review"", ""we will try to improve"", and ""we will analyze,"" but they never commit to taking action. Even when pressed, the best commitment you get is vague promises about the ""possibility of a change.""

Dishonesty: I've caught their management outright lying in their replies. They provide BS excuses for blocking legitimate traffic, and when the actual traffic is analyzed, they fabricate reasons to justify their actions.

After enduring these issues for four years, I've finally had enough and moved my sites to another provider. I cannot stress enough how much SiteGround should be avoided.What problems is SiteGround solving and how is that benefiting you?After four years with SiteGround, I've had enough of their appalling service and dismissive management. They block legitimate traffic at the slightest increase, claiming suspected attacks without verification. For instance, our site was blocked during a webinar sign-up surge, causing us to lose registrations. Despite their SLAs, no compensation was offered.

Their management is equally disappointing. They send cryptic, panic-inducing messages about exceeding limits on low-traffic domains and, when issues are escalated, they provide non-committal responses like ""we will review"" without any real action. Worse yet, I've caught them making up outright lies to explain away their terrible service. SiteGround's unreliable service and dishonest management make them a provider to avoid."
,10,"Jul 09, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9873602,"""Exceptional Hosting Provider with Outstanding Support and Assistance Services""","What do you like best about SiteGround?In addition to offering robust hosting services, SiteGround excels in delivering highly efficient and accessible support services and a comprehensive help center. The extensive knowledge base addresses a wide range of domain-related queries, ensuring users find the information they need. Moreover, the provider offers readily available human-based support, ensuring personalized assistance. With a wide variety of services and assistance options, this provider delivers an all-inclusive package that seamlessly integrates hosting and support for a superior user experience.What do you dislike about SiteGround?Promotions do not usually cover existing plan based on my experience. New hosting plan will be opened. Migration will be a hassle. However, the SiteGround support, being customer focued, is working with customers and is able to adjust the hosting plan offers to resolve the issue by offering an externtion of the existing subscription or similar solutions.What problems is SiteGround solving and how is that benefiting you?Advanced features for Caching + CDN in addition to hosting"
Jeremy G.,10,"Jul 01, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9853871,"""Customer  Service that stands out !""","What do you like best about SiteGround?The accessibilty and knowledge of the support staff. I have only had to use the chat features a few times, however on all occasions the person respondiong on the other end, either via live chat or actuall phone call, have always been extremely knoweledgeable and attentive and able to work through any issues with me .What do you dislike about SiteGround?At first it was the Live chat feature, however after using this on a few occasions, the reasponse time is almost instant, the representative is knoweledgeable and helpful. Really have nothing negative to say with regards to Site ground.What problems is SiteGround solving and how is that benefiting you?Siteground is allowing me to start my web design business with ease with there Grow Big plan. This plan offers 20 GB Of storage which is ideal for someone getting started as a Web Designer and a Host Reseller"
Nikita A.,10,"Jun 28, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9845710,"""Awesome, friendly people working there""","What do you like best about SiteGround?I needed help navigating from Dynadot to SiteGround for WordPress hosting. I was lost with many steps involved. Nicol and Dimitor were excellent in helping me out above and beyond, and thanks to them, my website is now hosted on SiteGround. People are what matters, and they both - Nicol and Dimitor made a BIG difference in my life and to my success -  today! Thank you very much!What do you dislike about SiteGround?I am new to this site, so I can't tell if there will be anything that I might dislike.What problems is SiteGround solving and how is that benefiting you?Going through the tremendous help I received today from Nicol and Dimitor brings up the point that  I feel secure knowing I have such great customer support available when needed. Also, they provide WordPress hosting."
Ondřej V.,10,"Jun 09, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9766399,"""Great admin tools""","What do you like best about SiteGround?Well structured administration interface, easy to find exactly what I need, daily backups, possibility of partial restoration of anything! Best support!What do you dislike about SiteGround?Limit the number of inodes (i.e. the number of files. Some WP plugins contain tens of thousands of files.)What problems is SiteGround solving and how is that benefiting you?Siteground serves us as a reliable hosting for our customers' web projects."
Shannon P.,5,"May 29, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9716284,"""SiteGround is great if you're starting and don't have a lot of traffic.""","What do you like best about SiteGround?It was a step in the right direction. I previously was hosted by WordPress and found that I did not have enough memory of php workers for my needs. I was with SiteGround for approximately two years while my business was small.What do you dislike about SiteGround?As my business grew and I had more traffic, I was met with paywalls to manage the increase. This was costly and incredibly frustrating. I also had some issues with their Apache servers and had a few instances where my website went down after an update.What problems is SiteGround solving and how is that benefiting you?SiteGround was a cheap WordPress solution that gave me more control over my files. I was previously hosted by WordPress and had limited options to troubleshoot any issues that arose. SiteGround has good customer service and was perfect for my needs as I started my business."
Mark D.,10,"May 21, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-5177109,"""SiteGround Is My Favorite WordPress Hosting Company""","What do you like best about SiteGround?SiteGround has a very friendly user interface with lots of large buttons to press instead of trying to find links to their various tools like DNS Zone Editor.What do you dislike about SiteGround?It worries me a little that they are based in Bulgaria. It's not like they can't be reached, or their internet service is poor!Recommendations to others considering SiteGround:I chose Siteground over Bluehost and other leading WordPress hosting companies because of the strength of their support team. No long wait times for chat, techs who resolve issues quickly, and all done in a friendly manner.What problems is SiteGround solving and how is that benefiting you?SiteGround is my fifth hosting company in the past 2 years! I had to move from one company to the next because of server hardware issues, router issues, and hubris at one company. They shall remain anonymous, but the superior than thou attitude was not appreciated."
Nathan Q.,10,"May 14, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9651946,"""Really Stable Great Host""",What do you like best about SiteGround?They are super consistent an deliver exactly what they say they will.What do you dislike about SiteGround?Sometime our sites go down likely because we are using too much bandwidth. Not really their fault.What problems is SiteGround solving and how is that benefiting you?We need a cost effective partner to host our SMB clients sites an SiteGround is the perfect partner for that!
Fernando S.,10,"Apr 24, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-5115124,"""The best hosting for WordPress, Woocommerce & amaizing support team""","What do you like best about SiteGround?The support team is very good and they answer very fast, easy to use, and BackUpsWhat do you dislike about SiteGround?Prices are high compared to other hosting platforms.Recommendations to others considering SiteGround:If you manage or want to have a professional Wordpress website, SiteGround, is by far, the best choiceWhat problems is SiteGround solving and how is that benefiting you?Have the fastest hosting for WordPress and a more professional and fastest support team."
Wave D.,6,"Apr 05, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9510425,"""Useful if your not tech savvy""","What do you like best about SiteGround?Easy to use and set up. The dashboard is mostly intuitive.What do you dislike about SiteGround?As a user you don't have to much control over the back end,What problems is SiteGround solving and how is that benefiting you?Hosting my website"
Gina E. M.,10,"Mar 21, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9458497,"""Exceptional Tech Support Team""","What do you like best about SiteGround?What I like best about SiteGround is that I have tools that allow me access easily and since my business is rapidly growing even the ease of integration makes life so much easier.  Sometimes, though, things do happen and when they do I send SiteGround's Tech Support Team a message through the chat system.  They are so good about not taking forever to answer any questions I have or even fixing the problem.What do you dislike about SiteGround?There's nothing that I dislike about SiteGroundWhat problems is SiteGround solving and how is that benefiting you?My web design business is growing so fast that I forgot to check where I was at on storage for my hosting account, which is a good problem to have.  Bozhana Tringova was able to help me with figuring out what was going on with my hosting account.  I'm fixing to add more websites and now I know that I must check the storage for the hosting accounts."
Piero V.,10,"Mar 17, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9439250,"""SiteGround is always excellent""","What do you like best about SiteGround?Their customer service people are always amazing.
There has not been 1 time where they haven't been able to assist me or my company; and I have requested help quite a few times
They, patiently, guide you, advice you and help you the best they can
You can totally feel they care about their customersWhat do you dislike about SiteGround?The renewal price for website hosting
It was very expensive to renew the 3rd year so I had no choice but to switch providers
However, I had recommended a colleague and still work along with themWhat problems is SiteGround solving and how is that benefiting you?They provide top-notch hosting services 
Their dashboard is user-friendly. You don't need to be a developer to manage your site.
The hosting also includes SSL certificate which you don't have to, manually, renew every 3 or 6 months 
They provide automatic daily backups and WAY FASTER than other providers. Their back-up and restore process won't take more than 3-5 minutes whereas other providers take over 45 minutes
Their Customer service dpt is the best i have ever experienced."
