,Name,Mileage (mi/day),Car Owners,Prices ($),No of Reviews,Insurance Fee,Image URL,Description,7 Days discount,30 Days discount
67,2020 Corolla Toyota,1000.0,Terrance,65.0,5,22.71,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/4042c1de-08c3-4c22-9c9f-fd0c10fdbb0a?p=web.offer.detail.carrousel.fullscreen,"✨Fuel Efficient 2020 Toyota Corolla LE✨

A Well-Kept, Dependable & Spacious sedan. Seats up to 5.
Enjoy a comfortable and safe ride wether it’s a short or long commute. Great cargo space. Equipped with Apple Car Play or Android screen to connect your smartphone, to enjoy your best music playlist with easy access to your navigation system. 


✅ Super easy to drive and cruise
✅ 8"" Touch Screen
✅ HandsFree Bluetooth
✅ Integrated Backup Camera
✅ Toyota Safety Sense 2.0: Pre-Collision Sys
✅ Fuel efficient 31 mpg city/ 40 mpg highway
✅ I-Pass Included
✅ Apple Car Play
✅ Android + iPhone Chargers included
✅ Rubber floor mats (Even in trunk)
✅ Car Seat covers



⚠️????NO SMOKING OR VAPING ALLOWED!????⚠️
       ‼️There is a $250 Smoke removal fee‼️is a $250 Smoke removal fee‼️",5.0,10.0
68,2011 Sonata Hyundai,500.0,PullUp,65.0,1,22.71,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/4ccfba3c-dff0-43d6-9ee7-cc47696aba80?p=web.offer.detail.carrousel.fullscreen,Push to start Hyundai Sonata in great condition and always kept clean!,5.0,10.0
69,2016 Impala Chevrolet,1000.0,Lauren,50.0,9,,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/dec9b0ae-bd61-4857-b331-0a996a345a1d?p=web.offer.detail.carrousel.fullscreen,Car is available for ride share if you need document ask me or Hyrecar they have one on file. Great A/c and reliable vehicle ,,
70,2015 Altima Nissan,250.0,WILSON,52.0,0,21.15,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/a2bf3c4a-2cfa-4532-af02-0ef93c94042b?p=web.offer.detail.carrousel.fullscreen,"** Rideshare and Delivery
Clean 2015 Nissan Altima, sun roof, back up camera,CD player, FM/AM, very efficient in fuel, 4way passenger seat, power windows,Tilt/telescoping steering wheel with touch controls, Nissan Connect Bluetooth , hand free connectivity, Bluetooth streaming audio and lot more ",5.0,10.0
71,2016 CX-5 Mazda,650.0,TACARSHARES,63.0,1,22.47,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,"** DELIVERY ONLY
If you want a Clean and sporty look this is the car. Nice sound system, classic interior, and comfortable. 

Book now
✅

No smoking",5.0,1.0
72,2009 Altima Nissan,1000.0,Louis,44.0,5,20.19,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/ef03d99a-0485-4890-b2ab-58fb5a76fba1?p=web.offer.detail.carrousel.fullscreen,"** Rideshare and Delivery
Well Maintained
New tires 
Regular Oil changes
",5.0,10.0
73,2013 Camry Toyota,250.0,Olayinka,60.0,5,22.11,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/60286af7-f487-47a7-98fe-9293a5640ced?p=web.offer.detail.carrousel.fullscreen,"The 2013 Toyota Camry is a Strong and fuel-efficient engine: with a comfortable and spacious backseat and better-than-average outward visibility. The 2013 Toyota Camry is a midsize sedan that is Incredibly dependable with a cozy cabin to make the Camry an easy car to recommend to shoppers. The 2013 Toyota Camry has a battery of standard safety features, including antilock brakes, stability control, front- and rear-seat side airbags, side curtain airbags, and knee airbags for both driver and passenger. A blind-spot monitoring system with rear cross-traffic alert is also available.",,2.0
74,2013 Civic Honda,250.0,Olayinka,60.0,2,22.11,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/11be85e6-4abb-4b38-b2d6-81c7924b5a5b?p=web.offer.detail.carrousel.fullscreen,"
The 2013 Honda Civic has a nice interior and a higher reliability rating than many rivals. It's also fun to drive, with unruffled handling and peppy engine performance. With so many positive traits, it's no wonder the 2013 Civic ranks among the best compact cars rankings. The 2013 Honda Civic is a fun car to drive. Refined suspension tuning, improved electric-assist power steering, and additional torque give it a sharp attitude in and out of corners. All controls are well-placed, and the keypads and menu buttons on the steering wheel are intuitive enough for anyone who's spent time with a smartphone.ProsGood fuel economyFantastic and Driver friendly sound systemWide variety of powertrainsComfortable to drive and rideSpacious interiorExcellent crash test scores

",,
75,2015 Altima Nissan,300.0,Gerardo,45.0,0,20.31,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/fe78172c-9756-482e-a2a8-589acd8e1c6d?p=web.offer.detail.carrousel.fullscreen,"comes with  Clean inside and out, 4 cylinders, key remote, power driver's seat, plenty of room, phone charger and mount, Bluetooth and Aux, power windows, it will be washed and ready to go with a full tan of gas.",8.0,20.0
76,2015 TLX Acura,1000.0,Auto Select,50.0,3,20.91,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,Office Hours: Mon-Sat 9am-6pm. Ride-share and Delivery. 24/7 Roadside assistance included,5.0,10.0
77,2017 Malibu Chevrolet,550.0,TACARSHARES,60.0,0,22.11,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,"If you want a Clean and sporty look this is the car. Nice sound system, classic interior, and comfortable. 

Book now
✅

No smoking!


Keep Car Clean as you picked up",,10.0
78,2022 Ioniq Hyundai,250.0,Karen,68.0,0,23.07,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/6ca0b6ac-8681-4df9-b5c7-98cbcdc3b0f6?p=web.offer.detail.carrousel.fullscreen,***Hybrid car capable of getting 60 miles per gallon***,1.0,3.0
79,2016 Transit Ford,500.0,Aurelio,150.0,0,32.91,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/1e683dbd-34fe-48ed-83ac-ede3023b5228?p=web.offer.detail.carrousel.fullscreen,"Black - 14 passenger + driver van. High 6 foot interior ceiling. Leather seats & vinyl flooring for easy cleaning. Large rear storage area for your gear. New upgraded sound system. Dark tinted privacy glass and sun protection. This vehicle is currently being used in a limousine environment,  so it is always kept clean and maintained. Easy to drive.",5.0,10.0
80,2013 PRIUS Toyota,500.0,Alexander,50.0,0,20.91,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/ef83dd38-c049-45e9-9474-61510f041b81?p=web.offer.detail.carrousel.fullscreen,,5.0,10.0
81,2011 Corolla Toyota,1000.0,Sam,65.0,0,22.71,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,Toyota Corolla - Very good handling and saves on gas!,5.0,15.0
82,2011 Prius Toyota,1000.0,Arsalan,45.0,0,20.31,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/d093321f-0e95-44d7-a8a1-3d37077b8b82?p=web.offer.detail.carrousel.fullscreen,Runs great very smooth maintained by Toyota,5.0,10.0
83,2023 Trailblazer Chevrolet,250.0,Anthony,125.0,0,29.91,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/0de4326e-3be5-4848-91b4-5808ef0cb6a9?p=web.offer.detail.carrousel.fullscreen,"**Delivery only**

Looking for a newer (2021, 2022, 2023), clean car to rent for a cheap price?  Like to do business with a professional?  Need to talk to someone directly when you have a question? Rent from us!!!  

We are located 8 minutes from O'Hare airport.  Feel free to pick your rental up at our office our we offer shuttle bus pick up and drop off as well as in person pick up and drop off for the fee of a Taxi or Ryde Share. Inbox or call us for any questions.",,
84,2009 Versa Nissan,1000.0,Louis,44.0,3,20.19,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/98083cf2-8f0d-4f38-8d77-427c63f1b14c?p=web.offer.detail.carrousel.fullscreen,"** Rideshare and Delivery
Clean reliable well maintained so you can tackle your daily task.",5.0,10.0
85,2019 Sentra Nissan,500.0,Bre'Shey,70.0,0,23.31,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/8ec2f064-284f-4c57-abc4-d7114a186b69?p=web.offer.detail.carrousel.fullscreen,"One of the best sedans for a comfortable ride especially for your everyday living: Morning commutes to and from work, running quick errands in the area, grocery shopping, more.

In-demand features: automatic transmission, Bluetooth audio, Apple/Android car play, keyless entry and ignition, back up camera, 15 cubic feet trunk space, and fuel efficiency (29 MPG City, 39 MPG Highway).

*Cleaning policy: After every customer, the car is taken to a car wash for a thorough cleaning with greater times spent on most touched areas: door handles and window/lock mechanisms, seat belts, rear view mirror, sun visors, arm rest, gear shift, driver and radio dashboards, and most importantly the steering wheel. 

Cruise in one of the most well-rounded sedans and book your reservation right now! delivery only",3.0,5.0
86,2020 Corolla Toyota,1000.0,,70.0,1,23.31,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/1b2d0ad3-f1a2-4b41-ae81-57bfec092fa6?p=web.offer.detail.carrousel.fullscreen,"g
G


GAS Saver",,
87,2012 Corolla Toyota,1000.0,,50.0,0,20.91,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/bc6cab1b-5e27-44a5-8cc5-fd8fc3388a99?p=web.offer.detail.carrousel.fullscreen,"Great economy car. Extremely clean, safe and reliable, low mileage, and great on gas! 
No smoking or pets, please.	",,5.0
88,2005 E-350 Ford,300.0,Ahmed,100.0,0,26.91,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/45b558e2-01c8-4432-a735-ef57c75579d9?p=web.offer.detail.carrousel.fullscreen,,34.0,37.0
89,2020 Promaster 1500 Ram,300.0,Darren,110.0,1,28.11,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,"*** DELIVERY ONLY ***

Great for hauling items straight from Home Depot or a work site. It has all the necessary strapping and hauling materials free of charge. 

*** DELIVERY ONLY ***",5.0,5.0
90,2013 Terrain Gmc,1000.0,Tabitha,75.0,0,,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/a9e72e71-fa7e-4c24-af3a-ef167834f8d5?p=web.offer.detail.carrousel.fullscreen,,,
91,2011 Jetta Volkswagen,500.0,,65.0,0,22.71,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/d3b46946-4b27-4a81-be0c-afa3bf533d07?p=web.offer.detail.carrousel.fullscreen,Hello. This is our Jetta. Her name is COCO The Car. She is not only pretty but clean and very well kept. Feel secure riding with her because she gets her regular maintenance as well as deep cleanings. Please message her human to inquire about booking a trip. Delivery available as well. Thank you,,50.0
92,2012 Cruze Chevrolet,500.0,Tabitha,60.0,0,22.11,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/4d0a8ff7-a055-44bf-a068-7c453b2ac4af?p=web.offer.detail.carrousel.fullscreen,PLEASE MESSAGE MY HUMAN TO RENT ME. ,,8.0
93,2016 Cruze Chevrolet,500.0,Tabitha,75.0,0,23.91,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/4f1bf5d4-06bd-4952-886d-4615d9d123b2?p=web.offer.detail.carrousel.fullscreen,MESSAGE MY HUMAN TO BOOK ME,,8.0
94,2023 Venue Hyundai,250.0,Sonia,67.0,1,22.95,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/54d1e487-1a74-44c3-abc4-8c47a535a2dc?p=web.offer.detail.carrousel.fullscreen,"-------BRAND NEW CAR !!------A compact, sleek sporty two toned crossover that combines luxurious style with exceptional handling and fuel efficiency. This limited edition trim comes with the latest safety and technology features such as Blind spot detection, lane assist, forward collision avoidance, stability control, Apple car play, remote start, Mobile charging pad etc etc - This Venue is equipped with a 121-hp four-cylinder engine, front-wheel drive, and a continuously variable automatic transmission(CVT) giving it excellent fuel economy.- Ipass transponder# 01515306697- No Smoking & No Pets please!- Contact me as soon as you book. Be safe and have fun.Thanks & Regards",1.0,1.0
95,,,,,,,,,,
96,2016 NV Nissan,300.0,Strategy 360,110.0,0,28.11,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/482d4b31-c619-42eb-8235-1b8f30b0dfae?p=web.offer.detail.carrousel.fullscreen,"** DELIVERY ONLY **
2016 Nissan NV3500 HD Cargo Van: Your Ultimate Delivery Partner Looking to upgrade your delivery game and boost your business? Our striking red 2016 Nissan NV3500 HD Cargo Van is your answer. Here's why you should consider renting this powerhouse on HyreCar:✅ Spacious and Versatile: With ample cargo space and a high roof, this cargo van can handle everything from large packages to a high volume of smaller items. No more squeezing everything into a compact vehicle.✅ Power and Reliability: The Nissan NV3500 HD means business. With robust performance and a reputation for reliability, you can trust it to keep up with your delivery schedule, day in and day out.✅ Comfortable and Well-Maintained: Your comfort matters. This van is equipped with modern features, including air conditioning, ensuring you stay cool and collected during your deliveries. It's meticulously maintained for your peace of mind.✅ Fuel-Efficient: Don't break the bank on fuel costs. Despite its size, this van is surprisingly fuel-efficient, saving you money as you earn.✅ Driver-Friendly: The Nissan NV3500 HD is designed with drivers in mind. It offers a comfortable cabin and an ergonomic layout, making long delivery shifts a breeze.✅ Eye-Catching Red: Stand out from the crowd with our vibrant red van. Not only will you make a statement, but you'll also be memorable to your clients and recipients.✅ Competitive Rental Rates: We offer affordable rental rates that fit your budget, allowing you to start delivering and earning with confidence.Don't let your current vehicle hold you back. Elevate your delivery business with our 2016 Nissan NV3500 HD Cargo Van. It's not just a vehicle; it's a reliable partner on your journey to success! Book Now: Secure your rental dates and start delivering with this dependable red cargo van. Your next delivery adventure begins right here!",5.0,10.0
97,2015 Promaster City Ram,300.0,Strategy 360,90.0,0,25.71,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/a784d54e-6ed6-4a93-a15b-57b2e7911c9c?p=web.offer.detail.carrousel.fullscreen,"2015 Ram ProMaster City Cargo Van for Reliable Deliveries Are you ready to turbocharge your delivery game? Look no further than this versatile 2015 Ram ProMaster City cargo van, available for rent exclusively on HyreCar. Here's why you should consider this vehicle for your next delivery adventure:✅ Spacious and Well-Maintained: Our white Ram ProMaster City is not just your average cargo van. It offers ample cargo space, so you can comfortably transport packages and goods of various sizes without the hassle of a cramped vehicle.✅ Fuel-Efficient: Don't break the bank on fuel costs. This van is fuel-efficient, ensuring you get more mileage out of every tank and maximize your earnings.✅ Reliable Performance: With a reputation for dependability and a track record for getting the job done, this van is ready to handle your daily delivery needs, rain or shine.✅ Easy to Drive: Maneuvering through busy city streets or suburban neighborhoods is a breeze with the Ram ProMaster City. It's compact, responsive, and designed for urban deliveries.✅ Clean and Well-Cared-For: We take pride in maintaining our van in excellent condition, so you can show up for your deliveries with confidence and professionalism.✅ Affordable Rental Rates: We offer competitive rates, making it easy for you to start earning with minimal upfront costs.Don't miss out on the opportunity to supercharge your delivery business. Rent our 2015 Ram ProMaster City cargo van today and experience the difference for yourself. Your success is our priority! Book Now: Secure your rental dates and start making deliveries with this reliable Ram ProMaster City. Your next successful delivery journey begins here!",5.0,10.0
98,2009 Cobalt Chevrolet,350.0,Patrick,30.0,0,18.51,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,GAS SAVER! This compact car is ideal for ride share and other gigs as it is fuel efficient and well maintained. ,5.0,10.0
99,2015 Crosstour Honda,450.0,Ralph,55.0,2,21.51,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/e797dcf7-c3f9-40d5-ab44-647967102713?p=web.offer.detail.carrousel.fullscreen,"*** Delivery Only ***

Located in the Hyde Park area of Chicago, this car is exceptionally clean and ideal for long-term rentals. Whether you need it for Uber rides or as a personal vehicle, it will ensure you ride in style. Pls no smoking in vehicle.

*** Delivery Only *** 
",,
100,2019 Fusion Ford,250.0,Paul,50.0,0,20.91,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,"*** Delivery Only ***

Very nice and clean,,smoke free, gps and Sirius included,

*** Delivery Only ***",5.0,10.0
101,2012 Prius Toyota,1000.0,,40.0,0,19.71,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,,,
102,2013 Prius Toyota,1000.0,Prime 312,40.0,1,19.71,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,,,
103,2021 Camry Toyota,1000.0,August,60.0,0,22.11,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/f15aebeb-2ab3-4017-a5f7-b1f72ecd1bdc?p=web.offer.detail.carrousel.fullscreen,Rideshare and Delivery blind  spot detection lane departure detection backup camera Apple CarPlay ,5.0,10.0
104,2014 Taurus Ford,350.0,,46.0,4,20.43,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,** Rideshare and Delivery,3.0,10.0
105,2010 Yaris Toyota,1000.0,Gownark,44.0,0,20.19,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,Clean Toyota Yaris! Super dependable and affordable. 29mpg City & 36mpg Hwy! Very good for Uber/Lyft/Grubhub/Doordash,5.0,10.0
106,2017 Navigator L Lincoln,350.0,Ali,135.0,0,31.11,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/548b6020-b2eb-46f2-9621-5d225b32a3d9?p=web.offer.detail.carrousel.fullscreen,"** Rideshare and Delivery
The 2017 Lincoln Navigator L Reserve offers luxury and versatility in a full-size SUV package. With its spacious interior, accommodating up to seven passengers, and ample cargo space, it's perfect for both family outings and upscale travel. The Reserve trim features premium materials and amenities, including leather upholstery, heated and ventilated front seats, and a touchscreen infotainment system with navigation. Under the hood, it boasts a powerful 3.5-liter V6 engine, providing ample performance for highway cruising or towing. Overall, the Navigator L Reserve delivers a combination of comfort, style, and capability, making it a standout choice in the luxury SUV segment.",5.0,10.0
107,2010 Mazda6 Mazda,1000.0,Derrick,27.0,0,18.15,https://d1faaofv0bplxp.cloudfront.net/car_placeholder_image.svg,Perfect for Gig work. 4 cylinder good on gas. Very reliable ,5.0,10.0
108,,,,,,,,,,
109,2022 Soul Kia,1000.0,Jerrold,130.0,0,30.51,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/075bff43-b554-45a5-aaa3-d006776b85da?p=web.offer.detail.carrousel.fullscreen,"**Delivery only**

Brand new 2022 luxury rental ride in style ",3.0,5.0
110,2014 CR-V Honda,1000.0,Uriel,47.0,0,20.55,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/e9d3d941-63d5-4b6e-9fb2-fa92a50ebd2e?p=web.offer.detail.carrousel.fullscreen,"2014 Honda CR-V   EX-L
Clean SUV with Bluetooth Radio
Back up camera, Sunroof, leather interior
Runs Perfect
",,
111,2016 Transit Ford,1000.0,harrison,150.0,0,32.91,https://static.hyrecar.com/https://s3.amazonaws.com/hyreprod/cars/7e38e4aa-8b44-49e9-8f52-527826bc930a?p=web.offer.detail.carrousel.fullscreen,"*** Delivery Only ***

Ford Transit 250  Comes with four straps a dolly and Bungee cords. 

*** Delivery Only ***",2.0,4.0
